"","markers","cell"
"3701","MAP3K9","neu"
"3702","ZFP667","neu"
"3703","EML5","neu"
"3704","PGRMC1","neu"
"3705","ICA1L","neu"
"3706","NBEA","neu"
"3707","GM26871","neu"
"3708","PDZD4","neu"
"3709","RGS4","neu"
"3710","SHANK1","neu"
"3711","SPRN","neu"
"3712","TTC9B","neu"
"3713","H2-M5","neu"
"3714","PPARGC1B","neu"
"3715","HPCAL4","neu"
"3716","RASSF6","neu"
"3717","PGBD5","neu"
"3718","GLS2","neu"
"3719","RUSC1","neu"
"3720","EPHB2","neu"
"3721","RAB27B","neu"
"3722","FBXO41","neu"
"3723","CALCA","neu"
"3724","ARHGDIG","neu"
"3725","NTN5","neu"
"3726","FRRS1L","neu"
"3727","ACTA1","neu"
"3728","AP3B2","neu"
"3729","GRIN2D","neu"
"3730","IL1RAPL2","neu"
"3731","GPR151","neu"
"3732","PCDHA6","neu"
"3733","CSRNP3","neu"
"3734","LRRC6","neu"
"3735","GM19932","neu"
"3736","CADM3","neu"
"3737","GALNT14","neu"
"3738","HTR1F","neu"
"3739","NRSN1","neu"
"3740","KCNT2","neu"
"3741","2900011O08RIK","neu"
"3742","DRD1","neu"
"3743","SERP2","neu"
"3744","GM18294","neu"
"3745","CHSY3","neu"
"3746","UBE2V2","neu"
"3747","GM4211","neu"
"3748","NHLH1","neu"
"3749","NCDN","neu"
"3750","RP23-187D22.4","neu"
"3751","IGSF3","neu"
"3752","HOMER1","neu"
"3753","ATP6V1B2","neu"
"3754","RP23-120C8.3","neu"
"3755","TBC1D30","neu"
"3756","PREPL","neu"
"3757","ZFP957","neu"
"3758","FAM135B","neu"
"3759","GM26580","neu"
"3760","5330434G04RIK","neu"
"3761","SH3BGRL2","neu"
"3762","HTR1D","neu"
"3763","NR2F2","neu"
"3764","GOT1","neu"
"3765","AFF3","neu"
"3766","AGTR2","neu"
"3767","NDRG3","neu"
"3768","EPHA5","neu"
"3769","A830010M20RIK","neu"
"3770","GLRA3","neu"
"3771","MYO5B","neu"
"3772","TMEM200A","neu"
"3773","PCDHA7","neu"
"3774","NDNF","neu"
"3775","EGFEM1","neu"
"3776","ELOVL4","neu"
"3777","GNAZ","neu"
"3778","ST8SIA3","neu"
"3779","TRO","neu"
"3780","WNT2","neu"
"3781","SLCO4C1","neu"
"3782","5730409E04RIK","neu"
"3783","AI854703","neu"
"3784","CAMK1G","neu"
"3785","RP23-37I24.1","neu"
"3786","KIF26B","neu"
"3787","MDH1","neu"
"3788","4930563E22RIK","neu"
"3789","B3GALT2","neu"
"3790","CFAP69","neu"
"3791","KIF17","neu"
"3792","ENTPD3","neu"
"3793","AKAP5","neu"
"3794","BTBD11","neu"
"3795","A330023F24RIK","neu"
"3796","2810029C07RIK","neu"
"3797","ATG9B","neu"
"3798","ANO5","neu"
"3799","USP14","neu"
"3800","ADAM21","neu"
"3801","NGFRAP1","neu"
"3802","LY6H","neu"
"3803","JAKMIP1","neu"
"3804","YBX2","neu"
"3805","PALM3","neu"
"3806","NXPH3","neu"
"3807","FNDC9","neu"
"3808","TMEM191C","neu"
"3809","TCHH","neu"
"3810","CELSR2","neu"
"3811","RP23-187D22.6","neu"
"3812","OCIAD2","neu"
"3813","RAB40B","neu"
"3814","FBXL2","neu"
"3815","VAMP2","neu"
"3816","CCSAP","neu"
"3817","RSPO2","neu"
"3818","FGF12","neu"
"3819","RP24-372J8.2","neu"
"3820","ATP6V1A","neu"
"3821","PJA2","neu"
"3822","CCDC184","neu"
"3823","FAM126B","neu"
"3824","DNAL1","neu"
"3825","DRC1","neu"
"3826","FAM131C","neu"
"3827","RNF14","neu"
"3828","DCAF7","neu"
"3829","PNMAL2","neu"
"3830","KLHL29","neu"
"3831","MEI4","neu"
"3832","RASGEF1C","neu"
"3833","MYH4","neu"
"3834","GIPC2","neu"
"3835","AK5","neu"
"3836","ELFN1","neu"
"3837","ZKSCAN16","neu"
"3838","GM2990","neu"
"3839","GPR135","neu"
"3840","CXADR","neu"
"3841","2810032G03RIK","neu"
"3842","CYFIP2","neu"
"3843","FTX","neu"
"3844","GATSL2","neu"
"3845","SLN","neu"
"3846","ATP6AP1L","neu"
"3847","KRT12","neu"
"3848","GM37777","neu"
"3849","BRI3BP","neu"
"3850","EPHA8","neu"
"3851","MSANTD1","neu"
"3852","D930048G16RIK","neu"
"3853","TRPV1","neu"
"3854","PANCT2","neu"
"3855","FAM84A","neu"
"3856","FRMPD3","neu"
"3857","AMIGO1","neu"
"3858","EFCAB6","neu"
"3859","SOSTDC1","neu"
"3860","FGF14","neu"
"3861","HMCN2","neu"
"3862","GM12709","neu"
"3863","WDR47","neu"
"3864","KCNQ2","neu"
"3865","LRRC26","neu"
"3866","PLEK2","neu"
"3867","STAC","neu"
"3868","NDST3","neu"
"3869","ZFP92","neu"
"3870","RP23-187D22.11","neu"
"3871","A630081J09RIK","neu"
"3872","CTXN1","neu"
"3873","SIDT1","neu"
"3874","MN1","neu"
"3875","GM12371","neu"
"3876","AKAP6","neu"
"3877","CCNE1","neu"
"3878","ATP2B1","neu"
"3879","MAGEE1","neu"
"3880","NCOA7","neu"
"3881","STX1A","neu"
"3882","EFHC2","neu"
"3883","NDFIP1","neu"
"3884","CHRM1","neu"
"3885","WDR31","neu"
"3886","GM24598","neu"
"3887","GM24966","neu"
"3888","MYL1","neu"
"3889","GM12063","neu"
"3890","PRLHR","neu"
"3891","WBSCR17","neu"
"3892","4930452B06RIK","neu"
"3893","HFM1","neu"
"3894","KIFC2","neu"
"3895","CRHR1","neu"
"3896","PDE4A","neu"
"3897","B230217C12RIK","neu"
"3898","NKRF","neu"
"3899","OSBPL3","neu"
"3900","CDKL4","neu"
"3901","AI606473","neu"
"3902","PLEKHA5","neu"
"3903","GM9899","neu"
"3904","HCN3","neu"
"3905","KANTR","neu"
"3906","EIF4A2","neu"
"3907","RP23-309G12.1","neu"
"3908","SNAP47","neu"
"3909","A730060N03RIK","neu"
"3910","INSRR","neu"
"3911","GALR1","neu"
"3912","FAM150B","neu"
"3913","SPOCK1","neu"
"3914","TOMM20","neu"
"3915","PRRC2B","neu"
"3916","RP23-372N19.2","neu"
"3917","RPS6KL1","neu"
"3918","C77370","neu"
"3919","GPR88","neu"
"3920","HRK","neu"
"3921","GM25129","neu"
"3922","BDNF","neu"
"3923","SPIN1","neu"
"3924","HTR1B","neu"
"3925","RHOV","neu"
"3926","RXFP3","neu"
"3927","RNF11","neu"
"3928","GM26658","neu"
"3929","SCGN","neu"
"3930","GM15381","neu"
"3931","SATB1","neu"
"3932","DOC2B","neu"
"3933","IPCEF1","neu"
"3934","GM15800","neu"
"3935","SERTM1","neu"
"3936","KCNJ11","neu"
"3937","NPAS1","neu"
"3938","MAS1","neu"
"3939","ANKRD42","neu"
"3940","CLCN1","neu"
"3941","LRP8OS3","neu"
"3942","MTURN","neu"
"3943","NPPC","neu"
"3944","UBE3A","neu"
"3945","MAP2K4","neu"
"3946","RP23-309G12.3","neu"
"3947","TSPYL1","neu"
"3948","KLHDC2","neu"
"3949","IMPACT","neu"
"3950","IRS4","neu"
"3951","CDK14","neu"
"3952","RASGEF1A","neu"
"3953","YPEL1","neu"
"3954","KLHDC8A","neu"
"3955","REM2","neu"
"3956","KCNQ3","neu"
"3957","NOL4","neu"
"3958","CDS2","neu"
"3959","NRG3OS","neu"
"3960","YWHAH","neu"
"3961","ADGRA1","neu"
"3962","MAPK8","neu"
"3963","RASGRP1","neu"
"3964","DRD2","neu"
"3965","SCAMP1","neu"
"3966","NHS","neu"
"3967","GM37138","neu"
"3968","VDAC1","neu"
"3969","GM37814","neu"
"3970","SPTBN4","neu"
"3971","B130024G19RIK","neu"
"3972","TUSC3","neu"
"3973","TRIM32","neu"
"3974","DLX6OS3","neu"
"3975","UMAD1","neu"
"3976","AP3M2","neu"
"3977","CEP19","neu"
"3978","CXX1C","neu"
"3979","UNC80","neu"
"3980","SHISA9","neu"
"3981","MADD","neu"
"3982","PHYHIP","neu"
"3983","6330403A02RIK","neu"
"3984","GM16701","neu"
"3985","TMEM210","neu"
"3986","TCP11","neu"
"3987","LANCL1","neu"
"3988","AGTPBP1","neu"
"3989","GM37834","neu"
"3990","TRIM46","neu"
"3991","KCNAB2","neu"
"3992","9530080O11RIK","neu"
"3993","GM20390","neu"
"3994","DNM1L","neu"
"3995","CNGA3","neu"
"3996","CITED1","neu"
"3997","RAPGEFL1","neu"
"3998","GM16105","neu"
"3999","KIFAP3","neu"
"4000","LANCL2","neu"
"4001","PLP1","oli"
"4002","CLDN11","oli"
"4003","MOG","oli"
"4004","MBP","oli"
"4005","ERMN","oli"
"4006","MOBP","oli"
"4007","ENPP6","oli"
"4008","UGT8A","oli"
"4009","OPALIN","oli"
"4010","GJB1","oli"
"4011","MAG","oli"
"4012","FA2H","oli"
"4013","MYRF","oli"
"4014","TMEM88B","oli"
"4015","KLK6","oli"
"4016","TMEM125","oli"
"4017","NIPAL4","oli"
"4018","CNP","oli"
"4019","GSN","oli"
"4020","LPAR1","oli"
"4021","TSPAN2","oli"
"4022","GJC3","oli"
"4023","ASPA","oli"
"4024","S1PR5","oli"
"4025","MAL","oli"
"4026","LGI3","oli"
"4027","INSC","oli"
"4028","1700047M11RIK","oli"
"4029","CRYAB","oli"
"4030","GJC2","oli"
"4031","GAL3ST1","oli"
"4032","PTGDS","oli"
"4033","ADAMTS4","oli"
"4034","ANKUB1","oli"
"4035","ANLN","oli"
"4036","SGK2","oli"
"4037","PRR18","oli"
"4038","ITGB4","oli"
"4039","GPR37","oli"
"4040","2810468N07RIK","oli"
"4041","ERBB3","oli"
"4042","TNNI1","oli"
"4043","SMCO3","oli"
"4044","GM15440","oli"
"4045","GM21984","oli"
"4046","BCAS1","oli"
"4047","NKX6-2","oli"
"4048","QDPR","oli"
"4049","TMEFF2","oli"
"4050","MAP6D1","oli"
"4051","CLDN14","oli"
"4052","NINJ2","oli"
"4053","PDLIM2","oli"
"4054","PLEKHH1","oli"
"4055","GPR62","oli"
"4056","ENPP2","oli"
"4057","CTSK","oli"
"4058","HAPLN2","oli"
"4059","PEX5L","oli"
"4060","SEC14L5","oli"
"4061","KNDC1","oli"
"4062","PLEKHB1","oli"
"4063","PPP1R14A","oli"
"4064","PLEKHG3","oli"
"4065","RTKN2","oli"
"4066","KCNA1","oli"
"4067","WNT3","oli"
"4068","HHIP","oli"
"4069","SRD5A1","oli"
"4070","BTBD16","oli"
"4071","SOX10","oli"
"4072","TRIM59","oli"
"4073","TUBB4A","oli"
"4074","SLAIN1","oli"
"4075","GM37111","oli"
"4076","PIGZ","oli"
"4077","EFNB3","oli"
"4078","APOD","oli"
"4079","SP7","oli"
"4080","DOCK5","oli"
"4081","GNG8","oli"
"4082","JOSD2","oli"
"4083","CDC42EP2","oli"
"4084","PHLDB1","oli"
"4085","ARSG","oli"
"4086","TPRN","oli"
"4087","TPPP3","oli"
"4088","PRKCQ","oli"
"4089","BFSP2","oli"
"4090","RP23-63A19.1","oli"
"4091","SEPT4","oli"
"4092","TNFAIP6","oli"
"4093","EML1","oli"
"4094","CPOX","oli"
"4095","DESI1","oli"
"4096","PACS2","oli"
"4097","CNTN2","oli"
"4098","GAMT","oli"
"4099","CDK18","oli"
"4100","ST18","oli"
"4101","CAR14","oli"
"4102","DCT","oli"
"4103","MOB3B","oli"
"4104","PLLP","oli"
"4105","PKD2L1","oli"
"4106","GALNT6","oli"
"4107","ADO","oli"
"4108","AATK","oli"
"4109","SIRT2","oli"
"4110","4933413G19RIK","oli"
"4111","AGPAT4","oli"
"4112","PLS1","oli"
"4113","GM10863","oli"
"4114","ABCA2","oli"
"4115","ATP10B","oli"
"4116","CERS2","oli"
"4117","EPHB1","oli"
"4118","ARHGEF10","oli"
"4119","NFASC","oli"
"4120","SERPINB1A","oli"
"4121","ADSSL1","oli"
"4122","EPB4.1L3","oli"
"4123","CCP110","oli"
"4124","MICALL1","oli"
"4125","PPP1R16B","oli"
"4126","DPY19L1","oli"
"4127","IL1RAP","oli"
"4128","SERPIND1","oli"
"4129","NMRAL1","oli"
"4130","TMBIM1","oli"
"4131","ADI1","oli"
"4132","SLC44A1","oli"
"4133","NKAIN2","oli"
"4134","GM15912","oli"
"4135","OTUD7B","oli"
"4136","ELOVL7","oli"
"4137","KCTD13","oli"
"4138","SYTL2","oli"
"4139","JAM3","oli"
"4140","APLP1","oli"
"4141","CPM","oli"
"4142","DBNDD2","oli"
"4143","GM20425","oli"
"4144","TPPP","oli"
"4145","1500015L24RIK","oli"
"4146","UNC5B","oli"
"4147","PLXNB3","oli"
"4148","NDRG1","oli"
"4149","SLC12A2","oli"
"4150","LRRN1","oli"
"4151","PPAP2C","oli"
"4152","SLCO3A1","oli"
"4153","SLC45A3","oli"
"4154","MAP7","oli"
"4155","CCDC13","oli"
"4156","SECISBP2L","oli"
"4157","OLIG1","oli"
"4158","RTKN","oli"
"4159","TALDO1","oli"
"4160","FBXO32","oli"
"4161","TMOD1","oli"
"4162","NKAIN1","oli"
"4163","TYRO3","oli"
"4164","RP23-240E15.3","oli"
"4165","GM16168","oli"
"4166","ANO4","oli"
"4167","SLC48A1","oli"
"4168","CAR2","oli"
"4169","SH3GL3","oli"
"4170","D7ERTD443E","oli"
"4171","SERINC5","oli"
"4172","MARCH8","oli"
"4173","ADAMTSL4","oli"
"4174","FEZ1","oli"
"4175","DUSP15","oli"
"4176","RAB33A","oli"
"4177","GLTP","oli"
"4178","EFHD1","oli"
"4179","BRCA1","oli"
"4180","ZFP488","oli"
"4181","DNAJB2","oli"
"4182","RNF13","oli"
"4183","XRCC3","oli"
"4184","SCCPDH","oli"
"4185","TMPRSS5","oli"
"4186","NFE2L3","oli"
"4187","FAH","oli"
"4188","ENDOD1","oli"
"4189","GOLGA7","oli"
"4190","SMIM1","oli"
"4191","STMN4","oli"
"4192","LY6G6F","oli"
"4193","CHN2","oli"
"4194","A230009B12RIK","oli"
"4195","KIF19A","oli"
"4196","ZDHHC9","oli"
"4197","KLHL2","oli"
"4198","TRIM36","oli"
"4199","BPGM","oli"
"4200","GM10687","oli"
"4201","P3H4","oli"
"4202","CARHSP1","oli"
"4203","POLR3E","oli"
"4204","ENOPH1","oli"
"4205","CTNNA3","oli"
"4206","WFDC18","oli"
"4207","GM5067","oli"
"4208","TMCC2","oli"
"4209","GRB14","oli"
"4210","GM26747","oli"
"4211","PTPDC1","oli"
"4212","TMEM151A","oli"
"4213","PCDH9","oli"
"4214","FAM83D","oli"
"4215","KAZN","oli"
"4216","DDR1","oli"
"4217","GSTP2","oli"
"4218","PCBP4","oli"
"4219","PIK3C2B","oli"
"4220","FAM122B","oli"
"4221","SMTNL2","oli"
"4222","MIR219A-2","oli"
"4223","LDB3","oli"
"4224","PLA2G16","oli"
"4225","GM12326","oli"
"4226","PRR5L","oli"
"4227","CACNA2D4","oli"
"4228","GPR15","oli"
"4229","YWHAQ","oli"
"4230","TMEM163","oli"
"4231","SPG20","oli"
"4232","YPEL2","oli"
"4233","WRAP53","oli"
"4234","RNF43","oli"
"4235","FCOR","oli"
"4236","BACE2","oli"
"4237","TTLL7","oli"
"4238","PRIMA1","oli"
"4239","ELOVL1","oli"
"4240","CDR2L","oli"
"4241","GM13293","oli"
"4242","RHOU","oli"
"4243","GM16316","oli"
"4244","TMEFF1","oli"
"4245","GSS","oli"
"4246","CHST3","oli"
"4247","FTH1","oli"
"4248","9130409I23RIK","oli"
"4249","FIGN","oli"
"4250","PTPRD","oli"
"4251","GM37459","oli"
"4252","PHLDA3","oli"
"4253","DEB1","oli"
"4254","DIP2A","oli"
"4255","B3GALT5","oli"
"4256","HCN2","oli"
"4257","MATN1","oli"
"4258","B3GNT9","oli"
"4259","TESK2","oli"
"4260","ARHGAP23","oli"
"4261","GM4221","oli"
"4262","ENPP4","oli"
"4263","1110057K04RIK","oli"
"4264","IL23A","oli"
"4265","CMTM5","oli"
"4266","GSTO2","oli"
"4267","SYT11","oli"
"4268","MAPK8IP1","oli"
"4269","5031439G07RIK","oli"
"4270","IPO13","oli"
"4271","S100B","oli"
"4272","WSCD1","oli"
"4273","CASR","oli"
"4274","RALGDS","oli"
"4275","POU3F1","oli"
"4276","RP24-187P11.2","oli"
"4277","GM5535","oli"
"4278","ZDHHC12","oli"
"4279","CLDND1","oli"
"4280","LRRC28","oli"
"4281","STRN","oli"
"4282","FCNAOS","oli"
"4283","FBXO36","oli"
"4284","KIF13B","oli"
"4285","RAB37","oli"
"4286","PLEKHA1","oli"
"4287","GM4419","oli"
"4288","SOX2OT","oli"
"4289","KAT2B","oli"
"4290","INF2","oli"
"4291","TRIM13","oli"
"4292","NIPA1","oli"
"4293","SEC11C","oli"
"4294","GM38062","oli"
"4295","KCTD3","oli"
"4296","FRMD8","oli"
"4297","LARP6","oli"
"4298","SYNJ2","oli"
"4299","VMP1","oli"
"4300","B230344G16RIK","oli"
"4301","USP30","oli"
"4302","SSPO","oli"
"4303","SBF1","oli"
"4304","SULF2","oli"
"4305","NT5E","oli"
"4306","D16ERTD472E","oli"
"4307","DIXDC1","oli"
"4308","BMP4","oli"
"4309","PRKCZ","oli"
"4310","FAM102A","oli"
"4311","MYO1D","oli"
"4312","RNF141","oli"
"4313","SVIP","oli"
"4314","SCD4","oli"
"4315","RNF122","oli"
"4316","PSTPIP2","oli"
"4317","E130308A19RIK","oli"
"4318","GRHPR","oli"
"4319","RND2","oli"
"4320","LRRC1","oli"
"4321","ITPK1","oli"
"4322","RCBTB1","oli"
"4323","MAP1A","oli"
"4324","RNF7","oli"
"4325","ELOVL6","oli"
"4326","EFCAB14","oli"
"4327","CHST8","oli"
"4328","NUDT4","oli"
"4329","ADCY5","oli"
"4330","1700063D05RIK","oli"
"4331","CARNS1","oli"
"4332","BARX2","oli"
"4333","ONECUT2","oli"
"4334","TMEM81","oli"
"4335","GNPTAB","oli"
"4336","ARPC1A","oli"
"4337","FYN","oli"
"4338","PAPSS1","oli"
"4339","CSRP1","oli"
"4340","CH36-12I15.2","oli"
"4341","FAM222A","oli"
"4342","ARL2","oli"
"4343","PCYT2","oli"
"4344","TTYH2","oli"
"4345","SHISA4","oli"
"4346","MATN2","oli"
"4347","ANKRD28","oli"
"4348","ATG4C","oli"
"4349","TSPAN15","oli"
"4350","SETD8","oli"
"4351","PLIN3","oli"
"4352","FAM57A","oli"
"4353","LLGL1","oli"
"4354","ACSL1","oli"
"4355","CDH19","oli"
"4356","PSAT1","oli"
"4357","GM13905","oli"
"4358","SNX33","oli"
"4359","IL17RB","oli"
"4360","GAB1","oli"
"4361","DCPS","oli"
"4362","ETV1","oli"
"4363","GLOD4","oli"
"4364","DOCK10","oli"
"4365","CERCAM","oli"
"4366","BC034090","oli"
"4367","GM28320","oli"
"4368","LECT1","oli"
"4369","TMEM117","oli"
"4370","PPP2R3A","oli"
"4371","ARHGEF28","oli"
"4372","LCTL","oli"
"4373","ABLIM2","oli"
"4374","SNX15","oli"
"4375","TXNDC16","oli"
"4376","SH3TC2","oli"
"4377","2210011C24RIK","oli"
"4378","CCDC89","oli"
"4379","ICK","oli"
"4380","BCAS1OS1","oli"
"4381","SEPT7","oli"
"4382","GM29455","oli"
"4383","GM28933","oli"
"4384","DEFB42","oli"
"4385","CYP3A13","oli"
"4386","HN1L","oli"
"4387","SLC6A9","oli"
"4388","NCMAP","oli"
"4389","AGAP1","oli"
"4390","CAPN5","oli"
"4391","GM3934","oli"
"4392","PHC1","oli"
"4393","PDE8A","oli"
"4394","STK39","oli"
"4395","PRRG1","oli"
"4396","SEMA3D","oli"
"4397","B230206H07RIK","oli"
"4398","SNAPIN","oli"
"4399","URM1","oli"
"4400","CDC37L1","oli"
"4401","NRBP2","oli"
"4402","CH36-12I15.3","oli"
"4403","RASAL1","oli"
"4404","JPH1","oli"
"4405","HAGLR","oli"
"4406","ENTPD5","oli"
"4407","CD82","oli"
"4408","SLC25A38","oli"
"4409","CFL2","oli"
"4410","4933427G17RIK","oli"
"4411","GM2822","oli"
"4412","ADAM19","oli"
"4413","SEPT8","oli"
"4414","DACT3","oli"
"4415","GM10282","oli"
"4416","MATN4","oli"
"4417","NPSR1","oli"
"4418","FBXL5","oli"
"4419","USP54","oli"
"4420","KIF6","oli"
"4421","PLCL1","oli"
"4422","RFTN1","oli"
"4423","MAD1L1","oli"
"4424","GM26834","oli"
"4425","E330009J07RIK","oli"
"4426","FOXN3","oli"
"4427","ABHD17B","oli"
"4428","PIGQ","oli"
"4429","TMEM141","oli"
"4430","FNBP1","oli"
"4431","NEU4","oli"
"4432","RP23-56M18.8","oli"
"4433","TTLL5","oli"
"4434","SLC5A11","oli"
"4435","TSHB","oli"
"4436","DBIL5","oli"
"4437","OLIG2","oli"
"4438","GSTM7","oli"
"4439","9130019P16RIK","oli"
"4440","FRMD5","oli"
"4441","HACD1","oli"
"4442","SLPI","oli"
"4443","MTMR10","oli"
"4444","ELL2","oli"
"4445","SLC26A11","oli"
"4446","PADI2","oli"
"4447","7630403G23RIK","oli"
"4448","SLC35A2","oli"
"4449","CELA1","oli"
"4450","SEZ6L2","oli"
"4451","1810041L15RIK","oli"
"4452","ABCB10","oli"
"4453","KCNA6","oli"
"4454","IL12RB1","oli"
"4455","CREB5","oli"
"4456","HIST1H2BE","oli"
"4457","GM16233","oli"
"4458","NACAD","oli"
"4459","OMG","oli"
"4460","KCTD4","oli"
"4461","HMOX2","oli"
"4462","SSH3","oli"
"4463","ASB1","oli"
"4464","MAP7D1","oli"
"4465","ADD1","oli"
"4466","PPFIBP2","oli"
"4467","EPN2","oli"
"4468","DUSP19","oli"
"4469","RFFL","oli"
"4470","POP4","oli"
"4471","FECH","oli"
"4472","ZBTB8OS","oli"
"4473","HIST1H4H","oli"
"4474","PIGYL","oli"
"4475","CDK5","oli"
"4476","RP24-500I24.6","oli"
"4477","EXOC6B","oli"
"4478","AIG1","oli"
"4479","ADAM9","oli"
"4480","PVRL1","oli"
"4481","ADAMTS2","oli"
"4482","SLC22A23","oli"
"4483","AACS","oli"
"4484","MON2","oli"
"4485","GPR17","oli"
"4486","SHC4","oli"
"4487","4932435O22RIK","oli"
"4488","RP24-277H8.1","oli"
"4489","ARRDC3","oli"
"4490","KIF1B","oli"
"4491","GAS7","oli"
"4492","TMEM258","oli"
"4493","EDIL3","oli"
"4494","ATAT1","oli"
"4495","GM11611","oli"
"4496","SRCIN1","oli"
"4497","DEPDC1B","oli"
"4498","ITFG3","oli"
"4499","ANKIB1","oli"
"4500","ZFP536","oli"
"4501","GPRC5B","oli"
"4502","DAPK2","oli"
"4503","A630081D01RIK","oli"
"4504","GM6977","oli"
"4505","ACY3","oli"
"4506","SEMA6A","oli"
"4507","GIPC1","oli"
"4508","FNTB","oli"
"4509","GLRA4","oli"
"4510","CYTH1","oli"
"4511","SHBG","oli"
"4512","ZFP579","oli"
"4513","FAM178B","oli"
"4514","SHISA8","oli"
"4515","NOL3","oli"
"4516","HAMP","oli"
"4517","RBPJL","oli"
"4518","WIPI1","oli"
"4519","RNF5","oli"
"4520","JAKMIP3","oli"
"4521","TMEM108","oli"
"4522","MTF1","oli"
"4523","ZFP365","oli"
"4524","AAMDC","oli"
"4525","RAB4A","oli"
"4526","RNF220","oli"
"4527","NIPSNAP3B","oli"
"4528","0610007P14RIK","oli"
"4529","GM28322","oli"
"4530","TMCC3","oli"
"4531","TRUB2","oli"
"4532","DYNC1LI2","oli"
"4533","CEP97","oli"
"4534","ITGAD","oli"
"4535","ERMP1","oli"
"4536","TRPV3","oli"
"4537","SIS","oli"
"4538","POGK","oli"
"4539","NRTN","oli"
"4540","PDLIM1","oli"
"4541","BPNT1","oli"
"4542","CHDH","oli"
"4543","SPEER4A","oli"
"4544","ANKS1B","oli"
"4545","ABCB8","oli"
"4546","STXBP3A","oli"
"4547","PCOLCE2","oli"
"4548","UBL3","oli"
"4549","2700046A07RIK","oli"
"4550","FIS1","oli"
"4551","GM24166","oli"
"4552","RP23-132D7.4","oli"
"4553","FADS6","oli"
"4554","SLC6A8","oli"
"4555","FRYL","oli"
"4556","PDE6D","oli"
"4557","ACAT2","oli"
"4558","FHDC1","oli"
"4559","2810410L24RIK","oli"
"4560","RNASEH1","oli"
"4561","CYP51","oli"
"4562","VPS37C","oli"
"4563","CDC42EP1","oli"
"4564","GGCT","oli"
"4565","ANK","oli"
"4566","MTMR2","oli"
"4567","EVI5L","oli"
"4568","5330426P16RIK","oli"
"4569","BANF2OS","oli"
"4570","GM10530","oli"
"4571","GM19705","oli"
"4572","SOX8","oli"
"4573","SLC35A5","oli"
"4574","CCNDBP1","oli"
"4575","ZFP651","oli"
"4576","PIK3R3","oli"
"4577","MIR7052","oli"
"4578","PEA15A","oli"
"4579","LZTS2","oli"
"4580","SEMA4D","oli"
"4581","S100A6","oli"
"4582","APBB1","oli"
"4583","DNAJC24","oli"
"4584","H2AFJ","oli"
"4585","A430035B10RIK","oli"
"4586","GM26588","oli"
"4587","SNX30","oli"
"4588","TMA16","oli"
"4589","COL20A1","oli"
"4590","ATP9A","oli"
"4591","GYG","oli"
"4592","PRTG","oli"
"4593","PROX1OS","oli"
"4594","TRAK2","oli"
"4595","IPP","oli"
"4596","RBM11","oli"
"4597","NDST1","oli"
"4598","PLEKHF1","oli"
"4599","NPAT","oli"
"4600","GM2423","oli"
"4601","HS3ST1","oli"
"4602","CASQ1","oli"
"4603","GP2","oli"
"4604","TMEM63A","oli"
"4605","RAP1A","oli"
"4606","NOL4L","oli"
"4607","CTR9","oli"
"4608","RNF181","oli"
"4609","RAP2A","oli"
"4610","GM37645","oli"
"4611","AKTIP","oli"
"4612","GABRR2","oli"
"4613","D1ERTD622E","oli"
"4614","RP23-56M18.6","oli"
"4615","MID1IP1","oli"
"4616","MTA3","oli"
"4617","DGAT2","oli"
"4618","SLC25A51","oli"
"4619","EN2","oli"
"4620","IL11","oli"
"4621","ENPP1","oli"
"4622","CNKSR3","oli"
"4623","GM14808","oli"
"4624","PHLPP1","oli"
"4625","CDC42SE2","oli"
"4626","ACOT7","oli"
"4627","CADM4","oli"
"4628","1700021K19RIK","oli"
"4629","RRP36","oli"
"4630","FNTA","oli"
"4631","MYH14","oli"
"4632","SEMA5A","oli"
"4633","MBOAT1","oli"
"4634","DIP2B","oli"
"4635","EBP","oli"
"4636","TM7SF3","oli"
"4637","PPP1R21","oli"
"4638","SBDS","oli"
"4639","GM11110","oli"
"4640","EML2","oli"
"4641","CHST5","oli"
"4642","OSBPL1A","oli"
"4643","TMEM19","oli"
"4644","SLC39A3","oli"
"4645","PCYT1B","oli"
"4646","TXNL4B","oli"
"4647","TBC1D10B","oli"
"4648","LSS","oli"
"4649","DENND5A","oli"
"4650","MMGT1","oli"
"4651","BACE1","oli"
"4652","GM13920","oli"
"4653","KDM1B","oli"
"4654","RP23-350E1.2","oli"
"4655","TMEM159","oli"
"4656","NDUFAF2","oli"
"4657","RHBDL2","oli"
"4658","GM22388","oli"
"4659","ELAVL3","oli"
"4660","TRNT1","oli"
"4661","SCFD2","oli"
"4662","1700001P01RIK","oli"
"4663","ABHD4","oli"
"4664","DNAH10","oli"
"4665","4930506C21RIK","oli"
"4666","HIST1H2BC","oli"
"4667","FBXO7","oli"
"4668","ZCCHC17","oli"
"4669","GM16058","oli"
"4670","SPTLC1","oli"
"4671","ABCA6","oli"
"4672","GM28875","oli"
"4673","TLE6","oli"
"4674","GM11954","oli"
"4675","E2F8","oli"
"4676","UNC50","oli"
"4677","GM11451","oli"
"4678","1810044D09RIK","oli"
"4679","ATP11A","oli"
"4680","UCKL1","oli"
"4681","GM10220","oli"
"4682","SLC25A1","oli"
"4683","AA986860","oli"
"4684","ACACA","oli"
"4685","FKBP1A","oli"
"4686","MAP4K4","oli"
"4687","GOSR1","oli"
"4688","GM12530","oli"
"4689","PTP4A1","oli"
