"","markers","cell"
"1","AQP4","ast"
"2","ALDH1L1","ast"
"3","SLC14A1","ast"
"4","PLCD4","ast"
"5","MLC1","ast"
"6","CHRDL1","ast"
"7","CBS","ast"
"8","GLI3","ast"
"9","PHKG1","ast"
"10","PPP1R3C","ast"
"11","BMPR1B","ast"
"12","GM973","ast"
"13","FGFR3","ast"
"14","ENTPD2","ast"
"15","2900052N01RIK","ast"
"16","PLA2G7","ast"
"17","ACSBG1","ast"
"18","SLC25A18","ast"
"19","GFAP","ast"
"20","SLC39A12","ast"
"21","LGR6","ast"
"22","DIO2","ast"
"23","SLC4A4","ast"
"24","SOX9","ast"
"25","SLC7A10","ast"
"26","ATP13A4","ast"
"27","LCAT","ast"
"28","CTH","ast"
"29","AGT","ast"
"30","CYP4F14","ast"
"31","NTSR2","ast"
"32","SLC6A11","ast"
"33","ALDOC","ast"
"34","CLDN10","ast"
"35","GJA1","ast"
"36","GLDC","ast"
"37","SFXN5","ast"
"38","GJB6","ast"
"39","SLC1A2","ast"
"40","CLU","ast"
"41","SCARA3","ast"
"42","HGF","ast"
"43","PDZPH1","ast"
"44","GM13872","ast"
"45","TTPA","ast"
"46","FAM20A","ast"
"47","AQP9","ast"
"48","ACOT11","ast"
"49","AI464131","ast"
"50","ID4","ast"
"51","BTBD17","ast"
"52","ACSL6","ast"
"53","MFGE8","ast"
"54","ITGA7","ast"
"55","GLI2","ast"
"56","HTRA1","ast"
"57","KCNN3","ast"
"58","SLC1A3","ast"
"59","CML5","ast"
"60","ARHGEF26","ast"
"61","SLC27A1","ast"
"62","NWD1","ast"
"63","PPAP2B","ast"
"64","GRM3","ast"
"65","FJX1","ast"
"66","RP23-195B3.5","ast"
"67","ELOVL2","ast"
"68","AASS","ast"
"69","SLC15A2","ast"
"70","P4HA3","ast"
"71","PRDX6","ast"
"72","AW047730","ast"
"73","GRIN2C","ast"
"74","GRHL1","ast"
"75","LIX1","ast"
"76","PAX6","ast"
"77","FZD2","ast"
"78","GM26843","ast"
"79","EZR","ast"
"80","SCG3","ast"
"81","GM11266","ast"
"82","HSD11B1","ast"
"83","4930432E11RIK","ast"
"84","FXYD1","ast"
"85","FAM198A","ast"
"86","TST","ast"
"87","ITIH3","ast"
"88","C030037D09RIK","ast"
"89","RGS20","ast"
"90","GM20743","ast"
"91","ATP1B2","ast"
"92","GCNT4","ast"
"93","PPP1R3G","ast"
"94","GM13322","ast"
"95","MT2","ast"
"96","F3","ast"
"97","DDO","ast"
"98","FMO1","ast"
"99","MIR6390","ast"
"100","EPHX2","ast"
"101","OTX1","ast"
"102","ADHFE1","ast"
"103","PRODH","ast"
"104","PPIL6","ast"
"105","3110082J24RIK","ast"
"106","NAT8","ast"
"107","RAVER2","ast"
"108","SLC30A10","ast"
"109","DBX2","ast"
"110","1700084C01RIK","ast"
"111","LGR4","ast"
"112","RORB","ast"
"113","PAPSS2","ast"
"114","AOX1","ast"
"115","TLCD1","ast"
"116","NDRG2","ast"
"117","APPL2","ast"
"118","ATP1A2","ast"
"119","RASA2","ast"
"120","FABP7","ast"
"121","EGFR","ast"
"122","ABCD2","ast"
"123","AIFM3","ast"
"124","GM3764","ast"
"125","KLF15","ast"
"126","FAM107A","ast"
"127","DTNA","ast"
"128","TTYH1","ast"
"129","TNC","ast"
"130","NDP","ast"
"131","SCTR","ast"
"132","NCAN","ast"
"133","VNN1","ast"
"134","GDPD2","ast"
"135","TRPS1","ast"
"136","GM13111","ast"
"137","GM7967","ast"
"138","FRMPD1","ast"
"139","RMST","ast"
"140","NAAA","ast"
"141","RP23-195B3.6","ast"
"142","GLUD1","ast"
"143","ALPK1","ast"
"144","A2M","ast"
"145","GM13110","ast"
"146","RANBP3L","ast"
"147","GABRG1","ast"
"148","LRRC9","ast"
"149","MAOB","ast"
"150","DDHD1","ast"
"151","SLC7A2","ast"
"152","RDH5","ast"
"153","TFCP2L1","ast"
"154","RFX4","ast"
"155","UGP2","ast"
"156","CELSR1","ast"
"157","SORCS2","ast"
"158","CCDC80","ast"
"159","HAPLN1","ast"
"160","MFAP3L","ast"
"161","TRIM9","ast"
"162","CPE","ast"
"163","CELRR","ast"
"164","DNAIC1","ast"
"165","NIM1K","ast"
"166","PYGB","ast"
"167","MT1","ast"
"168","GABRB1","ast"
"169","ABHD3","ast"
"170","EGFL6","ast"
"171","PALLD","ast"
"172","TTLL8","ast"
"173","PSD2","ast"
"174","LHX2","ast"
"175","AKT2","ast"
"176","UPP1","ast"
"177","SPATA17","ast"
"178","GM37310","ast"
"179","GPAM","ast"
"180","KIRREL2","ast"
"181","GSTM1","ast"
"182","FGFR1","ast"
"183","GM266","ast"
"184","SH3PXD2B","ast"
"185","FADS2","ast"
"186","GREB1","ast"
"187","KCTD14","ast"
"188","2810459M11RIK","ast"
"189","SLC7A11","ast"
"190","MT3","ast"
"191","SLC41A1","ast"
"192","3930402G23RIK","ast"
"193","BDH2","ast"
"194","FADS1","ast"
"195","RGMA","ast"
"196","NKAIN4","ast"
"197","NAPRT","ast"
"198","SFRP1","ast"
"199","GM11627","ast"
"200","PXMP2","ast"
"201","RP23-287M3.2","ast"
"202","FMO4","ast"
"203","NPHS1","ast"
"204","F630040K05RIK","ast"
"205","FAM181A","ast"
"206","CYP7B1","ast"
"207","SPARCL1","ast"
"208","POU3F2","ast"
"209","BCAN","ast"
"210","UCP3","ast"
"211","OLFR288","ast"
"212","SLC25A34","ast"
"213","PACRG","ast"
"214","PRDM16","ast"
"215","PTCH1","ast"
"216","LPIN3","ast"
"217","ECHDC3","ast"
"218","LRIG1","ast"
"219","NPHP3","ast"
"220","KLRI1","ast"
"221","1700071M16RIK","ast"
"222","GM4491","ast"
"223","AGL","ast"
"224","GLIS3","ast"
"225","1700019G17RIK","ast"
"226","RP24-404P10.2","ast"
"227","LGI4","ast"
"228","IGDCC4","ast"
"229","VIT","ast"
"230","SLC20A1","ast"
"231","TMEM47","ast"
"232","TRIL","ast"
"233","ENHO","ast"
"234","GPC4","ast"
"235","SLC1A4","ast"
"236","GM26703","ast"
"237","CIDEB","ast"
"238","IGSF1","ast"
"239","PAMR1","ast"
"240","ZNRF3","ast"
"241","D030055H07RIK","ast"
"242","FGD6","ast"
"243","SLC14A2","ast"
"244","GPR37L1","ast"
"245","GM16041","ast"
"246","PAX6OS1","ast"
"247","EXD1","ast"
"248","4932438H23RIK","ast"
"249","PHKA1","ast"
"250","CCDC37","ast"
"251","CAR5B","ast"
"252","METTL11B","ast"
"253","PLD2","ast"
"254","TMEM218","ast"
"255","FGFBP3","ast"
"256","DLG5","ast"
"257","ASPG","ast"
"258","PLXNB1","ast"
"259","ST6GALNAC5","ast"
"260","GDF10","ast"
"261","PTPRZ1","ast"
"262","MIR99AHG","ast"
"263","KCNE1L","ast"
"264","TSPAN7","ast"
"265","EMP2","ast"
"266","SNED1","ast"
"267","POLR3H","ast"
"268","PDK4","ast"
"269","PAQR6","ast"
"270","PROCA1","ast"
"271","WWC1","ast"
"272","SDC4","ast"
"273","SLC13A3","ast"
"274","GYK","ast"
"275","CML1","ast"
"276","C030005K06RIK","ast"
"277","A330048O09RIK","ast"
"278","HIF3A","ast"
"279","DZIP1L","ast"
"280","GM29260","ast"
"281","SYPL2","ast"
"282","9630013K17RIK","ast"
"283","TRP63","ast"
"284","PAQR8","ast"
"285","TMEM82","ast"
"286","GM5083","ast"
"287","GM32200","ast"
"288","SLC22A4","ast"
"289","OPLAH","ast"
"290","GM15601","ast"
"291","KCNG4","ast"
"292","VEGFA","ast"
"293","SOX2","ast"
"294","RPE65","ast"
"295","GM9750","ast"
"296","MAPK4","ast"
"297","GPC6","ast"
"298","8030451A03RIK","ast"
"299","GLI1","ast"
"300","9430041J12RIK","ast"
"301","MYH15","ast"
"302","GM5089","ast"
"303","SPRY2","ast"
"304","SOX1","ast"
"305","GM29508","ast"
"306","BMPR1A","ast"
"307","PPARA","ast"
"308","FAM181B","ast"
"309","ADORA2B","ast"
"310","PAQR7","ast"
"311","GM15344","ast"
"312","NGEF","ast"
"313","SLC2A4","ast"
"314","SLC9A3R1","ast"
"315","SERHL","ast"
"316","GM27202","ast"
"317","GAS1","ast"
"318","GM27544","ast"
"319","FAM163A","ast"
"320","DMP1","ast"
"321","GPR19","ast"
"322","E130114P18RIK","ast"
"323","NADK2","ast"
"324","GM37079","ast"
"325","NTRK2","ast"
"326","ADRBK2","ast"
"327","CD44","ast"
"328","DCLK1","ast"
"329","TULP3","ast"
"330","RFX2","ast"
"331","MMD2","ast"
"332","ETNPPL","ast"
"333","CML3","ast"
"334","NR2E1","ast"
"335","PRKD1","ast"
"336","GM20501","ast"
"337","AXL","ast"
"338","GM26512","ast"
"339","DAAM2","ast"
"340","GM37069","ast"
"341","PANTR1","ast"
"342","S1PR1","ast"
"343","ERBB2","ast"
"344","SPAG1","ast"
"345","LRRC16A","ast"
"346","ABCB9","ast"
"347","AK4","ast"
"348","GYS1","ast"
"349","TMEM200C","ast"
"350","AMER2","ast"
"351","GM9884","ast"
"352","MYOM3","ast"
"353","SLC26A6","ast"
"354","VEPH1","ast"
"355","PDE9A","ast"
"356","RP23-441I24.5","ast"
"357","AI849053","ast"
"358","CHIL1","ast"
"359","EPB4.1L5","ast"
"360","CAMK2G","ast"
"361","GM26603","ast"
"362","FGFRL1","ast"
"363","GRAMD4","ast"
"364","KIRREL3OS","ast"
"365","CECR2","ast"
"366","TENM3","ast"
"367","FKBP10","ast"
"368","CLYBL","ast"
"369","GM17100","ast"
"370","AXDND1","ast"
"371","MAMDC2","ast"
"372","TEKT5","ast"
"373","9330162012RIK","ast"
"374","CHST10","ast"
"375","DDAH1","ast"
"376","FRAS1","ast"
"377","RCN2","ast"
"378","TOM1L1","ast"
"379","RP24-156O12.1","ast"
"380","IL18","ast"
"381","SYCP2","ast"
"382","DDIT4L","ast"
"383","GM9925","ast"
"384","LXN","ast"
"385","EVC","ast"
"386","FGF2","ast"
"387","PTX3","ast"
"388","PHF21B","ast"
"389","FMN2","ast"
"390","RP24-404P10.7","ast"
"391","CROT","ast"
"392","MSI1","ast"
"393","D630033O11RIK","ast"
"394","PBXIP1","ast"
"395","GLB1L","ast"
"396","FZD10","ast"
"397","TIMP4","ast"
"398","FAM228B","ast"
"399","ALMS1-PS2","ast"
"400","FAM184A","ast"
"401","VCAM1","ast"
"402","RNF182","ast"
"403","AHCYL1","ast"
"404","MYLK2","ast"
"405","IQUB","ast"
"406","PER3","ast"
"407","1700003M07RIK","ast"
"408","CCND2","ast"
"409","MTMR11","ast"
"410","RB1","ast"
"411","SLC6A1","ast"
"412","IMPG2","ast"
"413","HDAC8","ast"
"414","GM14569","ast"
"415","D630003M21RIK","ast"
"416","FARS2","ast"
"417","1810014B01RIK","ast"
"418","GM1698","ast"
"419","FICD","ast"
"420","GPR156","ast"
"421","SPATA3","ast"
"422","SKIDA1","ast"
"423","POU3F4","ast"
"424","GM26779","ast"
"425","SYBU","ast"
"426","4930412C18RIK","ast"
"427","RP23-102H7.9","ast"
"428","AW011738","ast"
"429","LHCGR","ast"
"430","OACYL","ast"
"431","GM10561","ast"
"432","COL16A1","ast"
"433","NPAS2","ast"
"434","KCNN2","ast"
"435","NEK8","ast"
"436","RFTN2","ast"
"437","CBR3","ast"
"438","ALDH6A1","ast"
"439","MEGF10","ast"
"440","RP23-97M20.1","ast"
"441","MRAS","ast"
"442","GM37090","ast"
"443","SEMA4B","ast"
"444","BIRC7","ast"
"445","TSKU","ast"
"446","GLYCAM1","ast"
"447","TEKT1","ast"
"448","GM36944","ast"
"449","SEMA4A","ast"
"450","ETV4","ast"
"451","HACD3","ast"
"452","MMP14","ast"
"453","SPATA18","ast"
"454","AI182371","ast"
"455","KIFC3","ast"
"456","CHST2","ast"
"457","HOPX","ast"
"458","RNASE1","ast"
"459","PHKB","ast"
"460","BC067074","ast"
"461","ACSS1","ast"
"462","PITPNC1","ast"
"463","A430027H14RIK","ast"
"464","GPR179","ast"
"465","GM36962","ast"
"466","GM37504","ast"
"467","APOE","ast"
"468","PRSS56","ast"
"469","ADCYAP1R1","ast"
"470","GM37969","ast"
"471","1700007K13RIK","ast"
"472","PANTR2","ast"
"473","ACSL3","ast"
"474","COL4A4","ast"
"475","GSTM5","ast"
"476","GAREML","ast"
"477","SDC2","ast"
"478","HRH1","ast"
"479","GRAMD1C","ast"
"480","SLCO1B2","ast"
"481","DHTKD1","ast"
"482","PLA2G3","ast"
"483","EMX2OS","ast"
"484","MGST1","ast"
"485","GM15712","ast"
"486","CN725425","ast"
"487","D130040H23RIK","ast"
"488","PGM2","ast"
"489","PM20D1","ast"
"490","OLFML2A","ast"
"491","SLC2A10","ast"
"492","SLC13A5","ast"
"493","PLCH1","ast"
"494","C4A","ast"
"495","LRP4","ast"
"496","SFXN1","ast"
"497","CCDC88A","ast"
"498","WASF3","ast"
"499","MSMO1","ast"
"500","GM20939","ast"
"501","TANK","ast"
"502","MBOAT2","ast"
"503","NPAS3","ast"
"504","COLQ","ast"
"505","HMGN3","ast"
"506","E030010N08RIK","ast"
"507","MYH6","ast"
"508","GM37107","ast"
"509","GM16153","ast"
"510","GM22637","ast"
"511","DMD","ast"
"512","CADM1","ast"
"513","WNT7A","ast"
"514","CRB2","ast"
"515","1810013D15RIK","ast"
"516","CYP2D34","ast"
"517","9830144P21RIK","ast"
"518","GM11799","ast"
"519","9530003O04RIK","ast"
"520","IGFBP5","ast"
"521","SFRP5","ast"
"522","PNISR","ast"
"523","BC064078","ast"
"524","FARP1","ast"
"525","GM6185","ast"
"526","SPIRE1","ast"
"527","SIX5","ast"
"528","RBM20","ast"
"529","SOHLH2","ast"
"530","ECHDC2","ast"
"531","LRRC2","ast"
"532","A930001A20RIK","ast"
"533","ACKR4","ast"
"534","GM37205","ast"
"535","HIBCH","ast"
"536","VAV3","ast"
"537","GM37648","ast"
"538","GM13325","ast"
"539","SASH1","ast"
"540","SON","ast"
"541","FREM2","ast"
"542","SOX21","ast"
"543","CALR4","ast"
"544","TLR3","ast"
"545","EMX2","ast"
"546","GM21954","ast"
"547","GM17690","ast"
"548","FPGS","ast"
"549","CREB3L4","ast"
"550","PANK1","ast"
"551","ZFP775","ast"
"552","HEPACAM","ast"
"553","GM8425","ast"
"554","TAF4B","ast"
"555","UGT1A2","ast"
"556","4933407L21RIK","ast"
"557","GM10644","ast"
"558","IGFBP2","ast"
"559","RAPGEF3","ast"
"560","LTBP1","ast"
"561","TMPRSS7","ast"
"562","MTAP7D3","ast"
"563","NR2F1","ast"
"564","OAT","ast"
"565","CYBRD1","ast"
"566","CTSO","ast"
"567","DHX35","ast"
"568","GM28686","ast"
"569","4933416E14RIK","ast"
"570","GM21816","ast"
"571","STON2","ast"
"572","GM37679","ast"
"573","4932443I19RIK","ast"
"574","6720483E21RIK","ast"
"575","1600014C23RIK","ast"
"576","PCDHGB5","ast"
"577","ZFP389","ast"
"578","HACD2","ast"
"579","RETSAT","ast"
"580","NOTCH2","ast"
"581","6430550D23RIK","ast"
"582","A830019P07RIK","ast"
"583","GADD45G","ast"
"584","TNFRSF19","ast"
"585","THBS4","ast"
"586","B930095G15RIK","ast"
"587","MSX2","ast"
"588","SPATA1","ast"
"589","MRO","ast"
"590","GM27010","ast"
"591","MAP3K19","ast"
"592","ABCC10","ast"
"593","RAB30","ast"
"594","FBLN1","ast"
"595","PBX1","ast"
"596","SLC44A3","ast"
"597","ARHGAP5","ast"
"598","RP23-385G21.3","ast"
"599","LGALS4","ast"
"600","KLHDC7A","ast"
"601","LUZP2","ast"
"602","SMIM3","ast"
"603","LENG8","ast"
"604","GM11892","ast"
"605","MTL5","ast"
"606","GM26802","ast"
"607","NEK5","ast"
"608","ODF3L1","ast"
"609","ELF5","ast"
"610","RP23-394P9.1","ast"
"611","TMIE","ast"
"612","GM6556","ast"
"613","HSDL2","ast"
"614","PRRX2","ast"
"615","GM38218","ast"
"616","GM15788","ast"
"617","GM9881","ast"
"618","ATL2","ast"
"619","GGNBP1","ast"
"620","GM26578","ast"
"621","GPLD1","ast"
"622","ARHGEF4","ast"
"623","SLC12A4","ast"
"624","GM12224","ast"
"625","CKAP5","ast"
"626","RFX3","ast"
"627","AIFM2","ast"
"628","SNCAIP","ast"
"629","FEZF2","ast"
"630","TPRKB","ast"
"631","AMIGO2","ast"
"632","DRP2","ast"
"633","MIR135A-2","ast"
"634","GM6133","ast"
"635","LRRC23","ast"
"636","RP23-77D22.2","ast"
"637","GM38351","ast"
"638","PEX11A","ast"
"639","9130410C08RIK","ast"
"640","TMEM164","ast"
"641","FUT9","ast"
"642","GM9938","ast"
"643","NRCAM","ast"
"644","WNT7B","ast"
"645","RP24-295A5.2","ast"
"646","RP23-461P7.1","ast"
"647","NADSYN1","ast"
"648","KMT2C","ast"
"649","GM12176","ast"
"650","ARXES2","ast"
"651","GM37326","ast"
"652","SLC38A3","ast"
"653","DOK7","ast"
"654","TTYH3","ast"
"655","CRTC3","ast"
"656","B230312C02RIK","ast"
"657","PLA2G5","ast"
"658","GM38042","ast"
"659","GM38031","ast"
"660","CSGALNACT1","ast"
"661","TM7SF2","ast"
"662","SOAT1","ast"
"663","ALDH7A1","ast"
"664","NR1D1","ast"
"665","GPRC5D","ast"
"666","GM37562","ast"
"667","RP23-372C7.4","ast"
"668","GM16299","ast"
"669","ZFP467","ast"
"670","RNFT1","ast"
"671","CSPG5","ast"
"672","NQO1","ast"
"673","D130007C19RIK","ast"
"674","HES5","ast"
"675","DGKB","ast"
"676","PTPRF","ast"
"677","1700084J12RIK","ast"
"678","ADD3","ast"
"679","DNAH12","ast"
"680","RAB34","ast"
"681","RBPMS2","ast"
"682","GM37258","ast"
"683","FSTL1","ast"
"684","RP24-68G17.2","ast"
"685","CCDC60","ast"
"686","NUDT12","ast"
"687","SYNE1","ast"
"688","1500017E21RIK","ast"
"689","PFKFB1","ast"
"690","GM10643","ast"
"691","EGF","ast"
"692","SNORA20","ast"
"693","ABHD10","ast"
"694","CYP4F17","ast"
"695","GM166","ast"
"696","ITGA2","ast"
"697","CCNL2","ast"
"698","SH2D4A","ast"
"699","MCCC1OS","ast"
"700","GM28523","ast"
"701","4930412L05RIK","ast"
"702","TNIK","ast"
"703","RARRES1","ast"
"704","DAG1","ast"
"705","METTL21B","ast"
"706","AMT","ast"
"707","PFKM","ast"
"708","GM14230","ast"
"709","GM13590","ast"
"710","RECQL5","ast"
"711","GM27209","ast"
"712","GM18300","ast"
"713","4933400C23RIK","ast"
"714","GSTM6","ast"
"715","OLFR57","ast"
"716","ACSF2","ast"
"717","COX10","ast"
"718","INTU","ast"
"719","DNALI1","ast"
"720","GM28447","ast"
"721","GM26850","ast"
"722","1700125H03RIK","ast"
"723","GM37419","ast"
"724","GM25047","ast"
"725","ODF3","ast"
"726","4930405H06RIK","ast"
"727","RP23-373G12.1","ast"
"728","GM17455","ast"
"729","STK38L","ast"
"730","RP24-511F2.3","ast"
"731","GM26645","ast"
"732","RP23-469H5.5","ast"
"733","GM26721","ast"
"734","MIR6377","ast"
"735","GM26671","ast"
"736","BC006965","ast"
"737","IMPA2","ast"
"738","RP23-200E11.1","ast"
"739","GM37219","ast"
"740","2410004I01RIK","ast"
"741","SLC25A21","ast"
"742","GM11510","ast"
"743","PIGS","ast"
"744","ARL6IP6","ast"
"745","EFHB","ast"
"746","GM37643","ast"
"747","GM38375","ast"
"748","4933416C03RIK","ast"
"749","GM4707","ast"
"750","DAW1","ast"
"751","ZFP438","ast"
"752","GM37805","ast"
"753","PAX4","ast"
"754","FAM83B","ast"
"755","ELOVL5","ast"
"756","BC016579","ast"
"757","GM17024","ast"
"758","CCNO","ast"
"759","POU3F3","ast"
"760","GM37250","ast"
"761","GM37696","ast"
"762","FAM228A","ast"
"763","ZFP641","ast"
"764","GM5084","ast"
"765","STAG3","ast"
"766","LRRC51","ast"
"767","NFIA","ast"
"768","CAR8","ast"
"769","MFN1","ast"
"770","CECR5","ast"
"771","MPP6","ast"
"772","PPARGC1A","ast"
"773","HERC6","ast"
"774","DENND1A","ast"
"775","GM37843","ast"
"776","EIF2S3Y","ast"
"777","GM9915","ast"
"778","PMM1","ast"
"779","THRSP","ast"
"780","ADAMTS6","ast"
"781","RP24-488I7.1","ast"
"782","GM37311","ast"
"783","GM11992","ast"
"784","PTPN13","ast"
"785","RP24-555P13.4","ast"
"786","WDR63","ast"
"787","PON2","ast"
"788","GM26530","ast"
"789","HHIPL1","ast"
"790","TBC1D19","ast"
"791","LIPG","ast"
"792","RP24-423L4.4","ast"
"793","GAREM","ast"
"794","BDKRB2","ast"
"795","AI480526","ast"
"796","BMP1","ast"
"797","HMGCR","ast"
"798","CDH2","ast"
"799","MYOC","ast"
"800","GM12289","ast"
"801","GM15506","ast"
"802","GLIPR2","ast"
"803","GM37664","ast"
"804","DPF3","ast"
"805","TMEM51","ast"
"806","NR1H3","ast"
"807","PPP1R32","ast"
"808","MSI2","ast"
"809","TMEM161B","ast"
"810","E530011L22RIK","ast"
"811","CSPP1","ast"
"812","EYA1","ast"
"813","MTX3","ast"
"814","TFAP2C","ast"
"815","GM37423","ast"
"816","GM37770","ast"
"817","OVOL1","ast"
"818","GM7221","ast"
"819","RHBDF1","ast"
"820","ZFP189","ast"
"821","CCDC146","ast"
"822","CCDC170","ast"
"823","RP24-496C22.1","ast"
"824","PFAS","ast"
"825","GM37011","ast"
"826","ZFP521","ast"
"827","GM13388","ast"
"828","IVD","ast"
"829","6820408C15RIK","ast"
"830","GM16984","ast"
"831","SMPDL3A","ast"
"832","GM26523","ast"
"833","PDP2","ast"
"834","CACHD1","ast"
"835","GM23734","ast"
"836","GIN1","ast"
"837","LINGO4","ast"
"838","HSPA2","ast"
"839","OAF","ast"
"840","FMOD","ast"
"841","PIGL","ast"
"842","CFAP46","ast"
"843","SMPD2","ast"
"844","RP24-79O7.1","ast"
"845","FBXO44","ast"
"846","ERV3","ast"
"847","DTX1","ast"
"848","EMC8","ast"
"849","GM13270","ast"
"850","RSAD1","ast"
"851","A830082K12RIK","ast"
"852","9630013D21RIK","ast"
"853","PLOD2","ast"
"854","LGALS12","ast"
"855","GM37163","ast"
"856","CEP85L","ast"
"857","CPEB4","ast"
"858","TEX9","ast"
"859","KCNJ13","ast"
"860","ZFPM2","ast"
"861","TMEM129","ast"
"862","GCKR","ast"
"863","SLC25A48","ast"
"864","FAM195A","ast"
"865","HRSP12","ast"
"866","RAPGEF3OS2","ast"
"867","AGPAT5","ast"
"868","GPC5","ast"
"869","LRRC74B","ast"
"870","CNTF","ast"
"871","PRR5","ast"
"872","GM17750","ast"
"873","BBS2","ast"
"874","GM15197","ast"
"875","SLC35D1","ast"
"876","GM21807","ast"
"877","GM26621","ast"
"878","RP23-387F14.1","ast"
"879","ADAM4","ast"
"880","PAFAH2","ast"
"881","GM37694","ast"
"882","CNN1","ast"
"883","ZFP113","ast"
"884","SUGCT","ast"
"885","A030012G06RIK","ast"
"886","GM12963","ast"
"887","GM14123","ast"
"888","FAM117A","ast"
"889","ZFP661","ast"
"890","GM10101","ast"
"891","GM38348","ast"
"892","P4HA2","ast"
"893","PYURF","ast"
"894","GAD1OS","ast"
"895","EPS8","ast"
"896","RP23-171F16.5","ast"
"897","ADK","ast"
"898","GM16213","ast"
"899","GM16008","ast"
"900","FBXO2","ast"
"901","ARHGEF19","ast"
"902","PRNP","ast"
"903","PLN","ast"
"904","ABHD1","ast"
"905","ADCY2","ast"
"906","SQLE","ast"
"907","TEX11","ast"
"908","GM25641","ast"
"909","TECTB","ast"
"910","ALMS1-PS1","ast"
"911","RP24-140D11.6","ast"
"912","GM29367","ast"
"913","GM14858","ast"
"914","RASSF10","ast"
"915","SUMF2","ast"
"916","HEPH","ast"
"917","BCAR3","ast"
"918","HS3ST3B1","ast"
"919","ST3GAL4","ast"
"920","SLC13A1","ast"
"921","CCDC77","ast"
"922","PRRX1","ast"
"923","MGLL","ast"
"924","BAALC","ast"
"925","TMEM56","ast"
"926","3110079O15RIK","ast"
"927","3110099E03RIK","ast"
"928","ZFP507","ast"
"929","FAM216B","ast"
"930","CS","ast"
"931","NME7","ast"
"932","WDR5B","ast"
"933","RP24-535M14.1","ast"
"934","PCDHGC5","ast"
"935","FNDC4","ast"
"936","CCDC78","ast"
"937","AK7","ast"
"938","IKBIP","ast"
"939","PYGL","ast"
"940","GM16231","ast"
"941","GM13213","ast"
"942","PSTK","ast"
"943","RP24-389H4.1","ast"
"944","TNNT3","ast"
"945","IGDCC3","ast"
"946","DECR1","ast"
"947","PDPN","ast"
"948","GM37403","ast"
"949","CR2","ast"
"950","RP23-114F4.3","ast"
"951","ZBTB20","ast"
"952","MIR3093","ast"
"953","ENTHD2","ast"
"954","MYO19","ast"
"955","GM15777","ast"
"956","ABCC12","ast"
"957","RDH10","ast"
"958","TMEM165","ast"
"959","WDR38","ast"
"960","GM11470","ast"
"961","NLN","ast"
"962","APOH","ast"
"963","CTNND2","ast"
"964","ZSCAN12","ast"
"965","ABR","ast"
"966","PDE6B","ast"
"967","GM9956","ast"
"968","CCDC69","ast"
"969","1700001J03RIK","ast"
"970","RP23-265F20.14","ast"
"971","PTCHD4","ast"
"972","D330041H03RIK","ast"
"973","METTL24","ast"
"974","ABHD11","ast"
"975","EPO","ast"
"976","ASAP2","ast"
"977","FAM227B","ast"
"978","GM8378","ast"
"979","ITSN1","ast"
"980","PCDH10","ast"
"981","CKB","ast"
"982","SHPK","ast"
"983","ABAT","ast"
"984","RP23-458G12.4","ast"
"985","TRP53I13","ast"
"986","ALS2CL","ast"
"987","TRPM3","ast"
"988","SELENBP1","ast"
"989","FAM213A","ast"
"990","GM37571","ast"
"991","RP23-111M12.2","ast"
"992","AVIL","ast"
"993","MALAT1","ast"
"994","GM14762","ast"
"995","MCUR1","ast"
"996","GM11712","ast"
"997","GM38255","ast"
"998","GM11734","ast"
"999","GM12091","ast"
"1000","GM14964","ast"
"1001","ADGRL4","end"
"1002","TEK","end"
"1003","EMCN","end"
"1004","CTLA2A","end"
"1005","SLC38A5","end"
"1006","SLCO1A5","end"
"1007","FLT1","end"
"1008","PTPRB","end"
"1009","CDH5","end"
"1010","LY6C1","end"
"1011","CD93","end"
"1012","ICAM2","end"
"1013","SLC19A3","end"
"1014","CYYR1","end"
"1015","APOLD1","end"
"1016","NOSTRIN","end"
"1017","ITM2A","end"
"1018","OCLN","end"
"1019","MYCT1","end"
"1020","HMCN1","end"
"1021","EGFL7","end"
"1022","SHE","end"
"1023","LY6A","end"
"1024","FN1","end"
"1025","CLDN5","end"
"1026","ADGRF5","end"
"1027","FAM101B","end"
"1028","MECOM","end"
"1029","AU021092","end"
"1030","TMEM252","end"
"1031","RASSF9","end"
"1032","ESAM","end"
"1033","TM4SF1","end"
"1034","SDPR","end"
"1035","KDR","end"
"1036","USHBP1","end"
"1037","PGLYRP1","end"
"1038","ERG","end"
"1039","AKR1C14","end"
"1040","KITL","end"
"1041","GM20748","end"
"1042","ABCB1A","end"
"1043","SLC16A4","end"
"1044","SLC52A3","end"
"1045","CLIC5","end"
"1046","GIMAP8","end"
"1047","TIE1","end"
"1048","ATP10A","end"
"1049","TRIM16","end"
"1050","HBB-BT","end"
"1051","SLC22A8","end"
"1052","TDRP","end"
"1053","SIGIRR","end"
"1054","VWF","end"
"1055","TBX3","end"
"1056","STAP2","end"
"1057","MMRN2","end"
"1058","8430408G22RIK","end"
"1059","GKN3","end"
"1060","CCM2L","end"
"1061","ANXA1","end"
"1062","CAR4","end"
"1063","WFDC1","end"
"1064","HRCT1","end"
"1065","APLNR","end"
"1066","PDGFD","end"
"1067","ROBO4","end"
"1068","IGFBP7","end"
"1069","PODXL","end"
"1070","SOX7","end"
"1071","ADCY4","end"
"1072","RNF125","end"
"1073","SGPP2","end"
"1074","ZIC3","end"
